id,content,source,label,tags,publication_date,author,link,label_enc
1884,Wiek emerytalny rolników wzrósł o pięć lat z dnia na dzień (podczas kadencji Andrzeja Dudy – przyp. Demagog).,demagog_org,Fałsz,"Wybory,Wybory prezydenckie,Emerytury,Rolnictwo,Polityka społeczna",1588942740,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/kto-obnizyl-a-kto-podwyzszyl-wiek-emerytalny-dla-rolnikow/,0
1885,"Tempo rozwoju na poziomie 3% PKB to jest co najwyżej średnie tempo. Rumunia, Węgry rozwijały się szybciej.",demagog_org,Fałsz,,1588940220,Krzysztof Bosak,https://demagog.org.pl/wypowiedzi/jakie-bylo-tempo-rozwoju-polski-w-ostatnich-kilku-latach/,0
1886,4 mln ludzi w Polsce dzisiaj ma kredyty hipoteczne.,demagog_org,Prawda,Finanse,1588938420,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-ludzi-w-polsce-ma-kredyty-hipoteczne/,1
1887,"Kiedy byłem w Sejmie, głosowałem przeciwko podwyższeniu wieku emerytalnego.",demagog_org,Prawda,,1588934460,Robert Biedroń,https://demagog.org.pl/wypowiedzi/jak-glosowal-robert-biedron-w-sprawie-podwyzszenia-wieku-emerytalnego/,1
1888,"Panie prezydencie (Andrzej Duda – przy. Demagoga), pan przez 5 lat nie przyjechał do Parlamentu Europejskiego. Nie przemawiał pan w Parlamencie Europejskim.",demagog_org,Prawda,,1588933260,Mirosław Piotrowski,https://demagog.org.pl/wypowiedzi/czy-prezydent-andrzej-duda-przemawial-w-parlamencie-europejskim/,1
1889,180 tys. osób więcej (za kadencji Andrzeja Dudy – przyp. Demagog) pobiera emeryturę poniżej minimalnej emerytury.,demagog_org,Prawda,"Polityka społeczna,Wybory,Wybory prezydenckie,Emerytury",1588863480,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/jak-wzrosla-liczba-osob-pobierajacych-emeryture-mniejsza-od-minimalnej/,1
1890,"Z 40 tys. żołnierzy za Platformy Obywatelskiej, dzisiaj mamy 140 tys.",demagog_org,Manipulacja,"Bezpieczeństwo,Wojsko,Wybory,Wybory prezydenckie",1588863300,Marek Jakubiak,https://demagog.org.pl/wypowiedzi/o-ile-wzrosla-liczebnosc-polskiej-armii-w-ostatnich-latach/,2
1891,Andrzej Duda od czerwca ubiegłego roku nie złożył żadnej ustawy do Sejmu.,demagog_org,Prawda,"Wybory prezydenckie,Korekty,Polityka krajowa,Wybory",1588857180,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/jak-z-inicjatywy-ustawodawczej-korzysta-prezydent-andrzej-duda/,1
1892,Już 2 mln Polaków jest bez pracy.,demagog_org,Fałsz,"Wybory prezydenckie,Praca,Korekty,Polityka społeczna,Wybory",1588855980,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ilu-polakow-jest-obecnie-bez-pracy/,0
1893,W ciągu ostatnich 30 lat wyemitowaliśmy wszyscy jako ziemia do atmosfery tyle gazów cieplarnianych co ludzkość przed nami.,demagog_org,Prawda,Ekologia,1588850040,Szymon Hołownia,https://demagog.org.pl/wypowiedzi/czy-w-ciagu-ostatnich-30-lat-wyemitowalismy-tyle-gazow-co-ludzkosc-przed-nami/,1
1894,"Kiedy rząd polski proponuje przedsiębiorcom 5 tys. zł pożyczki, i to pod pewnymi warunkami, rząd niemiecki proponuje dotacje do wysokości 15 tys. euro bez zwrotu albo nieoprocentowane pożyczki.",demagog_org,Manipulacja,,1588848840,Mirosława Nykiel,https://demagog.org.pl/wypowiedzi/jaka-jest-pomoc-dla-przedsiebiorcow-w-polsce-i-w-niemczech/,2
1895,"Ustawodawstwo Unii Europejskiej, traktaty nie pozwalają żadnego państwa usunąć z europejskiej wspólnoty wbrew jego woli. Państwo może wystąpić, ale na własny wniosek.",demagog_org,Prawda,UE,1588847160,Leszek Miller,https://demagog.org.pl/wypowiedzi/czy-panstwo-moze-zostac-usuniete-z-ue-wbrew-swojej-woli/,1
1896,"Mamy w tym momencie dług publiczny na poziomie 44,5% PKB.",demagog_org,Prawda,Finanse,1588846440,Adrian Zandberg,https://demagog.org.pl/wypowiedzi/ile-procent-pkb-wynosi-dlug-publiczny-polski/,1
1897,"Ustawa o stanie klęski żywiołowej przewiduje wyraźnie, że masowe występowanie choroby zakaźnej jest uzasadnieniem dla wprowadzenia takiego stanu.",demagog_org,Prawda,Koronawirus,1588845540,Adam Bodnar,https://demagog.org.pl/wypowiedzi/czy-choroby-zakazne-sa-przeslanka-do-wprowadzenia-stanu-kleski-zywiolowej/,1
1898,"Dzięki temu, że mamy zapisane w Konstytucji, że lasów nie wolno sprywatyzować.",demagog_org,Fałsz,,1588793220,Krzysztof Bosak,https://demagog.org.pl/wypowiedzi/czy-konstytucja-zakazuje-prywatyzacji-polskich-lasow/,0
1899,Średnia unijna (dopłat bezpośrednich dla rolników – przyp. Demagog) to dzisiaj 270 euro.,demagog_org,Prawda,"Sprawy międzynarodowe,UE,Wybory,Wybory prezydenckie,Finanse,Rolnictwo",1588790580,Andrzej Duda,https://demagog.org.pl/wypowiedzi/ile-wynosi-srednia-unijna-doplat-bezposrednich-dla-rolnikow/,1
1900,"Przypomnę, że to jest stan (stan wyjątkowy – przyp. Demagog) zawieszający samorządy, zawieszający działalność partii politycznych, wprowadzający cenzurę, podsłuchy, każda osoba może być odosobniona.",demagog_org,Manipulacja,,1588789620,Włodzimierz Czarzasty,https://demagog.org.pl/wypowiedzi/czy-stan-wyjatkowy-oznacza-ograniczenie-praw-i-wolnosci-obywatelskich/,2
1901,Wczoraj (03.05 – przyp. Demagog) mieliśmy największą liczbę stwierdzonych zakażeń koronawirusem.,demagog_org,Fałsz,"Zdrowie,Koronawirus",1588783380,Borys Budka,https://demagog.org.pl/wypowiedzi/w-ktorym-dniu-w-polsce-stwierdzono-najwiecej-przypadkow-zakazen-koronawirusem/,0
1902,"W najbardziej prestiżowym czasopiśmie medycznym na świecie, the New England Journal od Medicinie, które każdy kto interesuje się epidemiologią powinien przeczytać, ukazało się badanie, które mówiło, że na kartonie wirus utrzymuje się w sposób aktywny do 24 godzin.",demagog_org,Prawda,"Zdrowie,Koronawirus",1588698960,Tomasz Grodzki,https://demagog.org.pl/wypowiedzi/ile-czasu-utrzymuje-sie-sars-cov-2-na-kartonie/,1
1903,Ta najniższa emerytura w 2015 roku to było 880 zł. Dzisiaj jest 1200.,demagog_org,Prawda,"Polityka społeczna,Emerytury",1588683120,Andrzej Duda,https://demagog.org.pl/wypowiedzi/ile-wynosi-najnizsza-emerytura-dzisiaj-a-ile-wynosila-w-2015-roku/,1
1904,On (zasiłek dla bezrobotnych – przyp. Demagog)  wynosi dzisiaj tylko 700 zł.,demagog_org,Manipulacja,Polityka społeczna,1588681560,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-wynosi-dzisiaj-w-polsce-zasilek-dla-bezrobotnych/,2
1905,"Bilans przepływów finansowych między Polską a Unią, czyli te wpływy minus składki to jest zależy jak kto liczy od 1,5 do 3%. Przyjmijmy, że 2%.",demagog_org,Prawda,"UE,Sprawy międzynarodowe",1588681200,Dobromir Sośnierz,https://demagog.org.pl/wypowiedzi/ile-wynosi-bilans-przeplywow-finansowych-pomiedzy-polska-a-ue/,1
1906,Od stycznia do dzisiaj (29.04.2020 – przyp. Demagog) płonęło już 3 tys. lasów w Polsce.,demagog_org,Prawda,Ekologia,1588678260,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-lasow-plonelo-w-polsce-do-konca-kwietnia/,1
1907,Poczta polska realizuje dziennie 5 mln przesyłek.,demagog_org,Prawda,Administracja publiczna,1588678200,Sebastian Kaleta,https://demagog.org.pl/wypowiedzi/ile-przesylek-srednio-dziennie-realizuje-poczta-polska/,1
1908,W marcu był kolejny spadek bezrobocia.,demagog_org,Manipulacja,,1588677360,Elżbieta Rafalska,https://demagog.org.pl/wypowiedzi/czy-bezrobocie-w-polsce-w-marcu-spadlo-kolejny-raz/,2
1909,Ceny paliw mamy najtańsze w całej Europie.,demagog_org,Fałsz,Transport,1588615200,Daniel Obajtek,https://demagog.org.pl/wypowiedzi/czy-w-polsce-ceny-paliw-sa-najnizsze-w-europie/,0
1910,"Kiedy wy proponujecie pokrycie pensji do 40% wysokości średniego wynagrodzenia, rząd brytyjski pokrywa 80% wynagrodzenia do 2,5 tys. funtów.",demagog_org,Prawda,Gospodarka,1588602300,Mirosława Nykiel,https://demagog.org.pl/wypowiedzi/miroslawa-nykiel-o-pomocy-rzadowej-w-polsce-i-wielkiej-brytanii/,1
1911,"Dzisiaj ten rząd przeznacza 70 mld zł na ratowanie banków, a tylko 7 mld zł na ratowanie szpitali.",demagog_org,Prawda,"Gospodarka,Zdrowie,Wybory,Wybory prezydenckie,Koronawirus",1588263900,Robert Biedroń,https://demagog.org.pl/wypowiedzi/jak-wyglada-podzial-srodkow-z-tarczy-antykryzysowej/,1
1912,Ja zostałem wybrany na europosła 100 tysiącami głosów.,demagog_org,Prawda,"Polityka krajowa,Wybory,Wybory prezydenckie,Wybory europarlamentarne",1588263900,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-glosow-zdobyl-robert-biedron-w-wyborach-europejskich/,1
1913,Ja (…) musiałem ratować piąte najbardziej zadłużone miasto w Polsce.,demagog_org,Fałsz,"Wybory,Wybory prezydenckie,Słupsk,Budżet,Finanse,Samorząd,Polityka krajowa,Wybory samorządowe",1588263840,Robert Biedroń,https://demagog.org.pl/wypowiedzi/czy-slupsk-na-poczatku-kadencji-roberta-biedronia-byl-piatym-najbardziej-zadluzonym-miastem-polski/,0
1914,Niemcy już chyba 15 lat próbują wybudować taki port komunikacyjny.,demagog_org,Prawda,"Infrastruktura,Niemcy,Wybory,Wybory prezydenckie",1588263720,Robert Biedroń,https://demagog.org.pl/wypowiedzi/od-ilu-lat-trwa-budowa-lotniska-pod-berlinem/,1
1915,"Francuscy lekarze podali swój rząd do Trybunału Konstytucyjnego po to, żeby zaskarżyć ich złą decyzję o przeprowadzeniu pierwszej tury wyborów samorządowych. Jak pan wie, druga tura tam się nie odbyła.",demagog_org,Manipulacja,Francja,1588182900,Magdalena Kochan,https://demagog.org.pl/wypowiedzi/dlaczego-francuscy-lekarze-pozwali-premiera-i-byla-minister-zdrowia/,2
1916,"W ubiegłym roku biliśmy rekordy, 330 mln pasażerów, którzy korzystali z polskiej kolei",demagog_org,Manipulacja,Transport,1588069560,Andrzej Adamczyk,https://demagog.org.pl/wypowiedzi/ile-osob-podrozowalo-polska-koleja-w-ostatnich-latach/,2
1917,"Niezależne instytucje jak UniCredit, szacują że pakiet pomocowy w Polsce jest najwyższy w Europie Środkowo-Wschodniej",demagog_org,Prawda,"Finanse,Gospodarka",1588066980,Łukasz Schreiber,https://demagog.org.pl/wypowiedzi/czy-polski-pakiet-pomocowy-jest-najwyzszy-w-europie-srodkowo-wschodniej/,1
1918,W Polsce mamy średnio wody na mieszkańca mniej niż mieszkaniec Egiptu.,demagog_org,Fałsz,Ekologia,1588065780,Szymon Hołownia,https://demagog.org.pl/wypowiedzi/ile-wody-przypada-srednio-rocznie-na-jednego-mieszkanca-w-polsce-i-egipcie/,0
1919,"U nas ustawa antykryzysowa likwidowała, de facto, Radę Dialogu Społecznego i pozwalała premierowi w czasie epidemii odwoływać członków Rady Dialogu Społecznego.",demagog_org,Manipulacja,"Polityka społeczna,Polityka krajowa,Wybory,Wybory prezydenckie",1588014600,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/co-zmienila-tarcza-antykryzysowa-w-dzialalnosci-rady-dialogu-spolecznego/,2
1920,"Na początku tej listy, gdzie jest największe zasoby (wody na jednego mieszkańca – przyp. Demagog), to jest Islandia, Norwegia, Chorwacja.",demagog_org,Prawda,,1588014420,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/jakie-panstwa-maja-najwieksze-zasoby-wody-na-mieszkanca/,1
1921,"Noteć, główny dopływ Warty, no zupełnie miejscami zanika, bo też obniża się poziom wód gruntowych.",demagog_org,Prawda,"Ekologia,Wybory,Wybory prezydenckie,Klimat",1588014300,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-rzeka-notec-wysycha/,1
1922,"Jezioro Wilczyńskie, leżące w powiecie konińskim, tam, gdzie była odkrywka węgla brunatnego, tafla jeziora cofa się o 6 metrów.",demagog_org,Prawda,"Wybory prezydenckie,Górnictwo,Klimat,Ekologia,Wybory",1588014120,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/o-ile-spadl-poziom-wody-w-jeziorze-wilczynskim/,1
1923,"Mamy zasoby wodne na mieszkańca jedne z najmniejszych w Europie. Cypr i Malta mają mniejsze. (…) Czechy i Dania, i Polska jest kolejna w małych zasobach.",demagog_org,Prawda,"Wybory,Wybory prezydenckie",1588013940,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-polska-ma-jedne-z-najmniejszych-zasobow-wodnych-na-mieszkanca-w-europie/,1
1924,"Około 1600 m3 (wody – przy. Demagog) na jedną osobę (w Polsce – przyp.), jeżeli dobrze pamiętam te zasoby (wody – przyp.) (…) To jest poziom Egiptu albo czasem nawet gorzej.",demagog_org,Manipulacja,Ekologia,1588013880,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/zasoby-wodne-na-mieszkanca-polski-i-egiptu/,2
1925,"To jest obowiązek telewizji (…), obowiązek ustawowy nałożony na TVP, że musi zaprosić wszystkich kandydatów (na debatę – przyp. Demagog).",demagog_org,Prawda,"Wybory,Wybory prezydenckie",1588013820,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-tvp-musi-zapraszac-wszystkich-kandydatow-na-debate-prezydencka/,1
1926,45 tysięcy osób umiera z powodu smogu.,demagog_org,Prawda,"Wybory,Wybory prezydenckie",1588013760,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/ile-osob-umiera-z-powodu-smogu-w-polsce/,1
1927,Rozmawiamy w momencie kiedy poziom wody Wisły w Warszawie to 60 cm. Rok temu kiedy była susza było 90 cm.,demagog_org,Manipulacja,Ekologia,1587749580,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/wladyslaw-kosiniak-kamysz-o-poziomie-wody-wisly-w-warszawie/,2
1928,2500 litrów wody kosztuje wytworzenie jednego hamburgera.,demagog_org,Prawda,Ekologia,1587729360,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-litrow-wody-kosztuje-wytworzenie-jednego-hamburgera/,1
1929,"Ja przypominam, że wiele z tych projektów obywatelskich, w tym projekt pani Kai Godek, ten zakazujący aborcji, wpłynęły do Sejmu już lata temu. Projekt dotyczący aborcji wpłynął (…) trzy lata temu (…), projekt zakazujący edukacji seksualnej dwa lata temu.",demagog_org,Prawda,Administracja publiczna,1587729300,Agnieszka Dziemianowicz-Bąk,https://demagog.org.pl/wypowiedzi/projekty-ustaw-aborcji-zakazu-edukacji-seksualnej/,1
1930,"Chciałbym przeczytać wpis pana ministra Schreibera, który kilka minut temu występował na tej mównicy. To jest wpis sprzed kilku lat, dosyć świeży. Cytuję: „Setki razy tłumaczyłem: w komisji, w mediach, tutaj na Twitterze czy na sali plenarnej: głosowanie korespondencyjne niesie ryzyko fałszerstw – patrz: powtórzone wybory w Austrii rok temu – i jest dozwolone jedynie w 13 na 28 krajów Unii Europejskiej podczas wyborów samorządowych.”",demagog_org,Prawda,Wybory,1587672900,Krzysztof Śmiszek,https://demagog.org.pl/wypowiedzi/czy-minister-schreiber-krytykowal-glosowanie-korespondencyjne/,1
1931,"1 miesiąc odpuszczenia ZUS, całkowitego odpuszczenia składek ZUS-owskich, to jest koszt 25–26 miliardów zł.",demagog_org,Prawda,Finanse,1587648360,Mateusz Morawiecki,https://demagog.org.pl/wypowiedzi/jaki-koszt-stanowi-jeden-miesiac-calkowitego-odpuszczenia-skladek-zus/,1
1932,3 miliony ludzi ma e-PUAP.,demagog_org,Fałsz,Cyfryzacja,1587646740,Sławomir Neumann,https://demagog.org.pl/wypowiedzi/ile-ludzi-w-poslce-posiada-konto-na-platformie-e-puap/,0
1933,"Przecież ubóstwo wśród emerytów zostało zatrzymane tylko na chwilę. Dziś mamy dwa miliony Polaków żyjących w ubóstwie, a wśród nich wiele osób starszych. A do tego pół miliona emerytów dostaje miesięcznie mniej niż tysiąc złotych!",demagog_org,Manipulacja,,1587481740,Robert Biedroń,https://demagog.org.pl/wypowiedzi/ile-osob-zyje-w-ubostwie-a-ile-emerytow-dostaje-miesiecznie-mniej-niz-tysiac-zlotych/,2
1934,"Mamy 14 mln skrzynek wyborczych, ponad 20 tys. listonoszy, więc każdy z nich dostarczy nieco ponad 700 przesyłek wyborczych.",demagog_org,Fałsz,Wybory,1587479940,Artur Soboń,https://demagog.org.pl/wypowiedzi/ilu-jest-w-polsce-listonoszy-a-ile-przesylek-wyborczych/,0
1935,W Bawarii głosowanie korespondencyjne zostało wprowadzone po raz pierwszy w 1957 roku.,demagog_org,Prawda,Wybory,1587478740,Adam Bodnar,https://demagog.org.pl/wypowiedzi/kiedy-wprowadzono-glosowanie-korespondencyjne-w-bawarii/,1
1936,"Tę akcję koronawirusową nazywa się oficjalnie pandemią na podstawie (…) decyzji administracyjnej. Światowa Organizacja Zdrowia dokonała po prostu redefinicji tego, co będzie się nazywać pandemią. Teraz pandemia to już nie jest sytuacja, w której notuje się masowość ofiar jakiejś anomalii, ale masowość zagrożenia taką anomalią.",demagog_org,Manipulacja,"Zdrowie,Koronawirus",1587416820,Grzegorz Braun,https://demagog.org.pl/wypowiedzi/czy-swiatowa-organizacja-zdrowia-zmienila-definicje-pandemii/,2
1937,Spłonęło 200 ha Biebrzańskiego Parku Narodowego w tym tygodniu (13-19.04 – przyp. Demagog).,demagog_org,Prawda,,1587413460,Michał Woś,https://demagog.org.pl/wypowiedzi/jak-duzy-obszar-biebrzanskiego-parku-narodowego-ulegl-pozarowi/,1
1938,Mamy ponad 400 tys. seniorów w Warszawie.,demagog_org,Prawda,Warszawa,1587412320,Rafał Trzaskowski,https://demagog.org.pl/wypowiedzi/ilu-seniorow-mieszka-w-warszawie/,1
1939,"1/3 powierzchni kraju to są lasy (…). I zdecydowana z tych 9 (mln – przyp. Demagog) hektarów, ponad 7,5 to są lasy państwowe w Polsce.",demagog_org,Prawda,,1587409320,Michał Woś,https://demagog.org.pl/wypowiedzi/jaki-procent-terytorium-polski-stanowia-lasy/,1
1940,Na poczcie poza 25 tysiącami listonoszy pracuje jeszcze 50 tys. innych pracowników.,demagog_org,Prawda,,1587153000,Jacek Sasin,https://demagog.org.pl/wypowiedzi/ilu-pracownikow-jest-zatrudnionych-w-poczcie-polskiej/,1
1941,"A jak wygląda przyjęte przez Sejm betonowe koło ratunkowe dla przedsiębiorców, które dla zmylenia przeciwnika zostało nazwane tarczą antykryzysową? Liczy 179 stron, a instrukcja obsługi – 172.",demagog_org,Fałsz,Gospodarka,1587146700,Krzysztof Bosak,https://demagog.org.pl/wypowiedzi/ile-stron-liczy-tarcza-antykryzysowa/,0
1942,70 miliardów euro długu państwowego jest denominowane w walutach obcych.,demagog_org,Fałsz,Finanse,1587061440,Mateusz Morawiecki,https://demagog.org.pl/wypowiedzi/ile-miliardow-euro-dlugu-panstwowego-jest-denominowane-w-walutach-obcych/,0
1943,"W Polsce są 824 domy pomocy społecznej, w 14 faktycznie mamy problem z epidemią.",demagog_org,Prawda,Polityka społeczna,1586972340,Piotr Gliński,https://demagog.org.pl/wypowiedzi/w-ilu-domach-pomocy-spolecznej-istnieje-problem-z-epidemia/,1
1944,"Ostatnio był raport, jakoś 12 dni temu, OECD – organizacji najbogatszych państw na świecie. Polska znajduje się wśród 7 najbardziej zagrożonych krajów z punktu widzenia gospodarczego, jeżeli chodzi o uderzenie gospodarcze.",demagog_org,Prawda,Gospodarka,1586964840,Jan Vincent - Rostowski,https://demagog.org.pl/wypowiedzi/czy-polska-znajduje-sie-wsrod-7-najbardziej-zagrozonych-krajow-z-punktu-widzenia-gospodarczego/,1
1945,"Ten stan (klęski żywiołowej – przyp. Demagog) może teoretycznie zgodnie z konstytucją trwać miesiąc, ale zgodą Sejmu może być przedłużany.",demagog_org,Prawda,Zdrowie,1586963700,Włodzimierz Cimoszewicz,https://demagog.org.pl/wypowiedzi/na-jaki-okres-czasu-moze-zostac-wprowadzony-stan-kleski-zywiolowej/,1
1946,"W Bawarii też mamy najnowsze dane, bo często rządzący powołują się na Bawarię. Dwukrotnie wzrosła liczba zachorowań pomiędzy drugą turą przeprowadzonych korespondencyjnie wyborów a chwilą obecną.",demagog_org,Prawda,"Zdrowie,Sprawy międzynarodowe,Wybory samorządowe,Niemcy,Wybory,Wybory prezydenckie,Koronawirus",1586531160,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-po-wyborach-w-bawarii-dwukrotnie-wzrosla-liczba-zakazonych-koronawirusem/,1
1947,"Nasi sąsiedzi: Czesi, Słowacy, Litwini, inne państwa europejskie wprowadziły stany nadzwyczajne. Różne, bo to różnie opisują konstytucje tych państw.",demagog_org,Prawda,"Czechy,Słowacja,Bezpieczeństwo,Sprawy międzynarodowe,UE,Wybory,Wybory prezydenckie",1586530380,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-inne-kraje-wprowadzily-stany-nadzwyczajne-w-zwiazku-z-koronawirusem/,1
1948,Tak jak Estonia wpisała to do Konstytucji (dostęp do internetu – przyp. Demagog).,demagog_org,Manipulacja,"Wybory,Wybory prezydenckie",1586452980,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/czy-dostep-do-internetu-konstytucja-estonii/,2
1949,"Nawet w tej ustawie, która budzi tyle kontrowersji, która mówi o tych 3 zapisach, antyaborcyjnej, są zapisy, które mówią, że konieczna jest edukacja seksualna.",demagog_org,Prawda,Edukacja,1586440440,Małgorzata Kidawa-Błońska,https://demagog.org.pl/wypowiedzi/jak-wyglada-kwestia-edukacji-seksualnej-w-polsce/,1
1950,W Polsce co 6 osoba zarażona koronawirusem pracuje w ochronie zdrowia.,demagog_org,Prawda,"Zdrowie,Koronawirus",1586355000,Małgorzata Kidawa-Błońska,https://demagog.org.pl/wypowiedzi/ile-osob-zarazonych-koronawirusem-pracuje-w-ochronie-zdrowia/,1
1951,"180 mln na internet i sprzęt dla uczniów i dla nauczycieli to środki z dotychczasowego POPC, które postanowiliśmy w porozumieniu z KE przeznaczyć na nowy cel. UE nie przekazała żadnych nowych środków, nawet 1€ na walkę z Covid-19 w Polsce.",demagog_org,Manipulacja,"Edukacja,Finanse,UE,Cyfryzacja,Koronawirus",1586352840,Marek Zagórski,https://demagog.org.pl/wypowiedzi/marek-zagorski-o-programie-polska-cyfrowa-i-unijnym-wsparciu-dla-walki-z-covid-19/,2
1952,"Tak się składa, że w 2015 r. Biuro Rzecznika razem z CBOSem przeprowadzało badania, i się okazało że, jak wtedy jeszcze było głosowanie korespondencyjne, to zdecydowana większość polskich obywateli w ogóle nie miała świadomości, że taka możliwość istnieje, a co więcej, ten procent był wyższy u osób starszych.",demagog_org,Prawda,"Wybory prezydenckie,Polityka krajowa,Wybory samorządowe,Wybory parlamentarne,Wybory",1586350500,Adam Bodnar,https://demagog.org.pl/wypowiedzi/wiedza-polakow-o-glosowaniu-korespondencyjnym-wedlug-badania-cbos/,1
1953,"Czy wiemy, jakie są konsekwencje wprowadzenia stanu nadzwyczajnego? I nie mówię o tych finansowych. Mówię o tym, że będziemy mieć wojsko na ulicach, pozamykane portale internetowe. (…) No więc w stanie wyjątkowym… pozamykane rozgłośnie radiowe. Naprawdę tego… naprawdę tego chcemy?",demagog_org,Manipulacja,"Wojsko,Konstytucja,Bezpieczeństwo",1586281860,Jadwiga Emilewicz,https://demagog.org.pl/wypowiedzi/czy-stan-nadzwyczajny-oznacza-wyprowadzenie-wojska-na-ulice/,2
1954,"Obecnie kobieta po śmierci męża musi zdecydować, czy zachować swoją emeryturę, czy zrezygnować z niej i skorzystać z renty rodzinnej – 85% emerytury męża.",demagog_org,Prawda,Polityka społeczna,1586277060,Robert Biedroń,https://demagog.org.pl/wypowiedzi/jak-wyglada-kwestia-emerytury-wdowy-po-smierci-meza/,1
1955,"Czeski trybunał administracyjny stwierdził, że odłożenie wyborów, bo tam odłożono wybory uzupełniające do Senatu, że to odłożenie było bezprawne.",demagog_org,Prawda,Wybory,1586276040,Jarosław Kaczyński,https://demagog.org.pl/wypowiedzi/odroczenie-wyborow-uzupelniajacych-w-czechach/,1
1956,"Kiedy 10 lat temu w powodzi zginęło 25 osób, Jarosław Kaczyński (wtedy w opozycji) uważał wprowadzenie stanu klęski żywiołowej za zasadne. Dziś z powodu epidemii koronawirusa zmarło już 59 osób i liczba ta, niestety, będzie rosnąć – ale prezes PiS do wprowadzenia stanu klęski żywiołowej „nie widzi przesłanek”.",demagog_org,Prawda,"Bezpieczeństwo,Polityka krajowa",1586273160,Agnieszka Dziemianowicz-Bąk,https://demagog.org.pl/wypowiedzi/jaroslaw-kaczynski-wobec-kwestii-wprowadzenia-stanu-kleski-zywiolowej/,1
1957,Unia Europejska nie dała jeszcze żadnego eurocenta na walkę z koronawirusem.,demagog_org,Manipulacja,"Finanse,Zdrowie,Sprawy międzynarodowe,UE,Koronawirus",1586270520,Mateusz Morawiecki,https://demagog.org.pl/wypowiedzi/czy-unia-europejska-nie-dala-jeszcze-eurocenta-na-walke-z-koronawirsuem/,2
1958,W Polsce około 15 proc. bezrobotnych ma prawo do zasiłku dla bezrobotnych.,demagog_org,Prawda,"Polityka społeczna,Praca",1586200020,Adrian Zandberg,https://demagog.org.pl/wypowiedzi/jaki-odsetek-bezrobotnych-jest-uprawnionych-do-zasilku/,1
1959,"W marcu 50 tys., prawie 50 tys. będąc precyzyjnym, polskich firm wyrejestrowało się z działalności gospodarczej.",demagog_org,Fałsz,"Gospodarka,Koronawirus",1586188740,Michał Kamiński,https://demagog.org.pl/wypowiedzi/jak-koronawirus-wplywa-na-dzialalnosc-polskich-firm/,0
1960,"(Niemcy w Bawarii – przyp. Demagog) zmienili zasady głosowania między pierwszą a drugą turą, więc robili to rzeczywiście bardzo szybko, szybciej niż u nas.",demagog_org,Manipulacja,"Administracja publiczna,Wybory",1586186640,Jacek Sasin,https://demagog.org.pl/wypowiedzi/czy-niemcy-w-bawarii-zmienili-zasady-glosowania/,2
1961,"Liczba osób, które wystąpiły o zasiłek dla bezrobotnych w Stanach Zjednoczonych, to bez mała 3 miliony 400 tysięcy, prawie 3 miliony 400 tysięcy. Poprzedni rekord padł w 1982 r., było to 800 tysięcy czy osiemset kilkadziesiąt tysięcy osób, czyli ponadczterokrotnie mniej.",demagog_org,Prawda,USA,1586004000,Mateusz Morawiecki,https://demagog.org.pl/wypowiedzi/wnioskow-o-zasilek-dla-bezrobotnych-usa/,1
1962,Jeden lekarz chorób zakaźnych przypada na 40 tys. osób w Polsce.,demagog_org,Prawda,"Wybory,Wybory prezydenckie,Zdrowie",1585938600,Władysław Kosiniak-Kamysz,https://demagog.org.pl/wypowiedzi/ilu-lekarzy-zakaznych-na-40-tys-polakow/,1
1963,Zmiana terminu wyborów może się odbyć wyłącznie w zgodzie z konstytucją. (…) Bezpiecznym terminem jest przesunięcie wyborów prezydenckich o 2 lata. Taka zmiana jest możliwa tylko poprzez zmianę konstytucji.,demagog_org,Fałsz,"Senat,Polityka krajowa,Wybory samorządowe,Wybory parlamentarne,Wybory,Wybory prezydenckie,Konstytucja,Samorząd,Sejm",1585931160,Jarosław Gowin,https://demagog.org.pl/wypowiedzi/jakie-sa-mozliwosci-przesuniecia-terminu-wyborow-prezydenckich/,0
